UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month,text,label
30003,74955,Boon Warrung,02-04-2020,Forget articles on  chic home wear   Here is your look Perfect for park walks amp supermarket aisles,Positive,2,Forget articles on  chic home wear   Here is your look Perfect for park walks amp supermarket aisles,2
30006,74958,Aamchi Mumbai,02-04-2020,#coronavirus ke saath prices bhi bad gayi grocery ki...Seriously baniyawaalas are looting people like anything,Negative,2,coronavirus ke saath prices bhi bad gayi grocery ki...Seriously baniyawaalas are looting people like anything,0
30007,74959,"Torbay, England",02-04-2020,  A second has been planed for tonight at 8pm to honour key workers on the frontline of the outbreak Find out more here  ,Positive,2,A second has been planed for tonight at 8pm to honour key workers on the frontline of the outbreak Find out more here,2
30011,74963,"Orlando, FL",02-04-2020,The Edgewater Drive gas station and repair shop has had to furlough three of its 10 workers Meanwhile gas could fall below 1 60 in in part because of,Neutral,2,The Edgewater Drive gas station and repair shop has had to furlough three of its 10 workers Meanwhile gas could fall below 1 60 in in part because of,1
30018,74970,"New Delhi, India",02-04-2020,Is your supermarket and e commerce site running short of hand Don t panic Here are some simple hacks to make a sanitizer at home,Neutral,2,Is your supermarket and e commerce site running short of hand Don t panic Here are some simple hacks to make a sanitizer at home,1
30023,74975,Hong Kong,02-04-2020,"GermanyÂs Biggest Department Store Files for Insolvency, Victim of COVID-19Â Collapse. A reflection of the parlous state of concumer demand. https://t.co/mp190DRKCq via @SourcingJournal",Extremely Negative,2,"GermanyÂs Biggest Department Store Files for Insolvency, Victim of COVID-19Â Collapse. A reflection of the parlous state of concumer demand. url via",0
30024,74976,"Karachi, Pakistan",02-04-2020,"The world could soon run out of space to store oil. That may plunge prices below zero. - Experts

#Oil / #Petrol prices down amid #Coronavirus crisis #COVID?19",Extremely Negative,2,"The world could soon run out of space to store oil. That may plunge prices below zero. - Experts

Oil / Petrol prices down amid Coronavirus crisis COVID?19",0
30025,74977,Nigeria/Ghana/Germany/USA,02-04-2020,"After death of a cashier, French supermarket staff work in fear #?????????????? #Coronavirus #BBB20 https://t.co/tXEIicBsO5 https://t.co/tl4mRMjz0R",Extremely Negative,2,"After death of a cashier, French supermarket staff work in fear ?????????????? Coronavirus BBB20 url url",0
30028,74980,"Montana, USA",02-04-2020,Cool Update: Eastern Montana Hospital Gets a Special Delivery https://t.co/OarVitupQJ #MTnews #HighwayPatrol #Coronavirus #Whiskey,Extremely Positive,2,Cool Update: Eastern Montana Hospital Gets a Special Delivery url MTnews HighwayPatrol Coronavirus Whiskey,2
30029,74981,"Portland, OR",02-04-2020,Where many previously hailed slowing growth and the separation of low end versus high end   has given birth to a new category defying expectations and divides Enter the new essentials,Positive,2,Where many previously hailed slowing growth and the separation of low end versus high end   has given birth to a new category defying expectations and divides Enter the new essentials,2
30032,74984,MÃ©xico,02-04-2020,"The Impact of COVID-19 on Mexico Energy Prices and Strategies

https://t.co/OkCOm2Xs7K

#COVID19 #Coronavirus #MarketReport #Strategies #EnergyConsultants #AcclaimEnergy",Positive,2,"The Impact of COVID-19 on Mexico Energy Prices and Strategies

url

COVID19 Coronavirus MarketReport Strategies EnergyConsultants AcclaimEnergy",2
30036,74988,London,02-04-2020,Hey Guys I ve got more temp vacancies for Night Shift 2am 8am Online Shopping amp Online Drivers Sainsburys Sydenham Hit me up amp RT,Neutral,2,Hey Guys I ve got more temp vacancies for Night Shift 2am 8am Online Shopping amp Online Drivers Sainsburys Sydenham Hit me up amp RT,1
30040,74992,in the middle of a storybook,02-04-2020,Happy Thursday Here Are My In Financial Markets U S Crisis Jobless Claims Spike Dow Futures Jump 400 Points Oil Prices Surge 10 Bond Yields Sink coming soon DIA SPY QQQ CL F,Negative,2,Happy Thursday Here Are My In Financial Markets U S Crisis Jobless Claims Spike Dow Futures Jump 400 Points Oil Prices Surge 10 Bond Yields Sink coming soon DIA SPY QQQ CL F,0
30044,74996,Global,02-04-2020,The government has used the crisis to push for greater sharing of data from private and public sources Indeed some in fear that some of the gains for consumer in the past two years could be lost,Negative,2,The government has used the crisis to push for greater sharing of data from private and public sources Indeed some in fear that some of the gains for consumer in the past two years could be lost,0
30045,74997,Afghanistan,02-04-2020,3 4 recipients were identified by teams on the street days before But today more people showed up than invited there is definitely a high demand for food donations The good news is,Extremely Positive,2,3 4 recipients were identified by teams on the street days before But today more people showed up than invited there is definitely a high demand for food donations The good news is,2
30046,74998,Your House,02-04-2020,@erigganewmoney When will I get blessed on this Twitter  for this covid 19 lockdow. 0025450557 gtbank  ahmed Adesina. I need to re- stock food,Positive,2,When will I get blessed on this Twitter  for this covid 19 lockdow. 0025450557 gtbank  ahmed Adesina. I need to re- stock food,2
30013,74965,"Florida, USA",02-04-2020, It s not the 1 that are carrying this country on their shoulders   it s retail workers it s grocery store workers it s truck drivers,Neutral,2,It s not the 1 that are carrying this country on their shoulders   it s retail workers it s grocery store workers it s truck drivers,1
30047,74999,Somewhere over the rainbow,02-04-2020,and the Food You Eat Food Safety Consumer Reports,Positive,2,and the Food You Eat Food Safety Consumer Reports,2
29974,74926,New Delhi,02-04-2020,prices may come down by 10 20 across geographies while land prices could see an even higher reduction of 30 said Pankaj Kapoor chief executive of consultancy firm Liases Foras,Neutral,2,prices may come down by 10 20 across geographies while land prices could see an even higher reduction of 30 said Pankaj Kapoor chief executive of consultancy firm Liases Foras,1
29970,74922,"Paris, Monaco, Milan, Bucarest",02-04-2020,If today s oil prices in US and prevail North American oil production will decline by more than 2 3 mb d by the end of November,Neutral,2,If today s oil prices in US and prevail North American oil production will decline by more than 2 3 mb d by the end of November,1
29930,74882,"London, England",02-04-2020,US President Trump says that Saudi Arabia and Russia will cut oil production by 10 million barrels per day and  maybe substantially more   as prices collapse due to a price war and the pandemic,Extremely Negative,2,US President Trump says that Saudi Arabia and Russia will cut oil production by 10 million barrels per day and  maybe substantially more   as prices collapse due to a price war and the pandemic,0
29931,74883,"North Carolina, USA",02-04-2020,It would be wonderful if as you prepare your family and stock up folks could refrain from panic buying and hoarding extras This goes a long way to ensure there is enough food for everyone,Positive,2,It would be wonderful if as you prepare your family and stock up folks could refrain from panic buying and hoarding extras This goes a long way to ensure there is enough food for everyone,2
29932,74884,"London, England",02-04-2020,Retailers hiked the price of cough and cold medicines by 10 7 last week according to a snapshot analysis of the impact of on the economy,Neutral,2,Retailers hiked the price of cough and cold medicines by 10 7 last week according to a snapshot analysis of the impact of on the economy,1
29933,74885,"De Queen, AR",02-04-2020,Gov If I entered the  stay at home order  more than 700k Arkansans would go to work and countless numbers would go to the grocery store Let me assure you if we need to do more we will 19,Positive,2,Gov If I entered the  stay at home order  more than 700k Arkansans would go to work and countless numbers would go to the grocery store Let me assure you if we need to do more we will 19,2
29934,74886,Mn,02-04-2020,'Government Needs to Step In': Food Banks Across US Report Unprecedented DemandÂand ShortagesÂas #Coronavirus Pandemic Ravages!  - https://t.co/kqrC55MWYF via @commondreams,Negative,2,'Government Needs to Step In': Food Banks Across US Report Unprecedented DemandÂand ShortagesÂas Coronavirus Pandemic Ravages!  - url via,0
29936,74888,Chicago / Northbrook,02-04-2020,"This is from a friend in Colorado. 

Fuck you if youÂre being anything other than kind and polite to grocery store staff right now. 

#Coronavirus
#Covid_19 https://t.co/8i97h7Bzyn",Positive,2,"This is from a friend in Colorado. 

Fuck you if youÂre being anything other than kind and polite to grocery store staff right now. 

Coronavirus
Covid_19 url",2
29937,74889,"of London, thinking HUB ",02-04-2020,Good insight into how the pandemic is currently affecting UK food supply chains and how producers processors and retailers are having to respond quickly to unprecedented changes in consumer demands,Positive,2,Good insight into how the pandemic is currently affecting UK food supply chains and how producers processors and retailers are having to respond quickly to unprecedented changes in consumer demands,2
29938,74890,"Las Vegas, NV",02-04-2020,Gas prices have dropped to their lowest point in recent years,Negative,2,Gas prices have dropped to their lowest point in recent years,0
29941,74893,San Diego,02-04-2020,News Alert Chairwoman calls on drug companies not to increase prices for treatments,Positive,2,News Alert Chairwoman calls on drug companies not to increase prices for treatments,2
29942,74894,San Diego,02-04-2020,Man I am confused Yesterday at the briefing Trump was saying lower gas prices was a  tax cut for Americans in a way   So why is he thrilled to be manipulating the price of oil,Extremely Negative,2,Man I am confused Yesterday at the briefing Trump was saying lower gas prices was a  tax cut for Americans in a way   So why is he thrilled to be manipulating the price of oil,0
29944,74896,Under my sleeping cats,02-04-2020,New York s Food Pantries Face An  Unprecedented And Extreme Uptick In Need ,Neutral,2,New York s Food Pantries Face An  Unprecedented And Extreme Uptick In Need,1
29973,74925,?? Copenhagen,02-04-2020,Great to wake up to this article in the Express about the work that is doing Fuel our frontline Britons fundraise vital food packages for our NHS coronavirus heroes Please do continue to fund us,Extremely Positive,2,Great to wake up to this article in the Express about the work that is doing Fuel our frontline Britons fundraise vital food packages for our NHS coronavirus heroes Please do continue to fund us,2
29945,74897,Australia,02-04-2020,Mexican drug cartels struggle during hike prices as lab supplies from dry up Poor Bastards Why isn t reporting this injustice  ,Extremely Negative,2,Mexican drug cartels struggle during hike prices as lab supplies from dry up Poor Bastards Why isn t reporting this injustice,0
29948,74900,"Las Vegas, NV",02-04-2020,Contributing to the problem of empty grocery store shelves across the country is  panic shopping  but the coronavirus pandemic could also have a very real impact on the nation s food supply chain,Negative,2,Contributing to the problem of empty grocery store shelves across the country is  panic shopping  but the coronavirus pandemic could also have a very real impact on the nation s food supply chain,0
29949,74901,NC Triangle Region,02-04-2020,We re seeing people from every socio economic level because the majority of Americans live paycheck to paycheck,Neutral,2,We re seeing people from every socio economic level because the majority of Americans live paycheck to paycheck,1
29956,74908,new york,02-04-2020,New York s Food Pantries Face An  Unprecedented And Extreme Uptick In Need  via,Neutral,2,New York s Food Pantries Face An  Unprecedented And Extreme Uptick In Need  via,1
29957,74909,"Cleveland, Ohio, USA",02-04-2020,Here s a first person account of what it s like to work in a during,Positive,2,Here s a first person account of what it s like to work in a during,2
29958,74910,Mumbai,02-04-2020,Lesson Learned in past few days : Human beings are opportunistic and despicable no matter their socioeconomic position when prices are rising. #COVID19Pandemic #COVID2019,Negative,2,Lesson Learned in past few days : Human beings are opportunistic and despicable no matter their socioeconomic position when prices are rising. COVID19Pandemic COVID2019,0
29959,74911,"Nashville, TN",02-04-2020,ICYMI Lowe s closes Harper Woods store to customers after employee dies of via,Positive,2,ICYMI Lowe s closes Harper Woods store to customers after employee dies of via,2
29960,74912,?? ,02-04-2020,I would like to dedicate this song to all those people in the Supermarket who think leaning over your shoulder for a tin of beans is more important than Social Distancing xx,Positive,2,I would like to dedicate this song to all those people in the Supermarket who think leaning over your shoulder for a tin of beans is more important than Social Distancing xx,2
29963,74915,Trinidad &Tobago,02-04-2020,Supermarket Association of Trinidad and Tobago URGENT ADVISORY 2020 19,Positive,2,Supermarket Association of Trinidad and Tobago URGENT ADVISORY 2020 19,2
29964,74916,"Leicester, England",02-04-2020,Can we jail business owners for profiteering from  Cough and cold medicine prices hiked by 10 7  ,Negative,2,Can we jail business owners for profiteering from  Cough and cold medicine prices hiked by 10 7,0
29968,74920,California was Mexico for over 2 centuries.,02-04-2020,"#coronavirus

Life is beautiful. Contrastingly, much of our economy is non-essential, as reflected in widespread Shelter in Place orders , and manifest in consumer usage industry downturn trends.",Positive,2,"coronavirus

Life is beautiful. Contrastingly, much of our economy is non-essential, as reflected in widespread Shelter in Place orders , and manifest in consumer usage industry downturn trends.",2
29969,74921,"??? Washington, DC",02-04-2020,If that is the case perhaps it is worth flagging medical community had posted instructions amp cute video for lab tested DIY masks to ease panic amp shortage DIY Mask in 8 Steps on 80 90 efficacy,Positive,2,If that is the case perhaps it is worth flagging medical community had posted instructions amp cute video for lab tested DIY masks to ease panic amp shortage DIY Mask in 8 Steps on 80 90 efficacy,2
30200,75152,"New York, SoHo?",02-04-2020,You proudly serving inflated prices bloody capitalist parasites 19,Positive,2,You proudly serving inflated prices bloody capitalist parasites 19,2
30049,75001,Houston,02-04-2020,"Europe chems prices start Q2 on weak footing, stocks down on poor sentiment
#ICIS #coronavirus #COVID19 #Europe #prices #stocks #chemicals #oil #financial #markets https://t.co/aa6LZCTzuU",Extremely Negative,2,"Europe chems prices start Q2 on weak footing, stocks down on poor sentiment
ICIS coronavirus COVID19 Europe prices stocks chemicals oil financial markets url",0
30056,75008,Research associate at IsAG,02-04-2020,"World #food #prices fall sharply in March because of #coronavirus, #oil slump: U.N https://t.co/El5Dl52zVv",Neutral,2,"World food prices fall sharply in March because of coronavirus, oil slump: U.N url",1
30137,75089,"Tiruchirapalli, India",02-04-2020,List of supermarkets grocery shops and vegetable shops that offer home delivery services in the city,Neutral,2,List of supermarkets grocery shops and vegetable shops that offer home delivery services in the city,1
30138,75090,"Tiruchirapalli, India",02-04-2020,List of supermarkets grocery shops and vegetable shops that offer home delivery services in Tondiarpet,Neutral,2,List of supermarkets grocery shops and vegetable shops that offer home delivery services in Tondiarpet,1
30139,75091,"Tiruchirapalli, India",02-04-2020,List of supermarkets grocery shops and vegetable shops that offer home delivery services in,Neutral,2,List of supermarkets grocery shops and vegetable shops that offer home delivery services in,1
30140,75092,Effin Stereotypes ,02-04-2020,Food bank drive thru in demand as jobs on hold amid COVID 19 pandemic CBC News,Negative,2,Food bank drive thru in demand as jobs on hold amid COVID 19 pandemic CBC News,0
30141,75093,"Las Vegas, NV",02-04-2020,"Study finds that the risk to contract covid-19  from packages from online shopping is relatively low. 

#Cleaningtips #Packages #Amazonpackages 

https://t.co/YJk264DIhz",Negative,2,"Study finds that the risk to contract covid-19  from packages from online shopping is relatively low. 

Cleaningtips Packages Amazonpackages 

url",0
30144,75096,"Huddersfield, England",02-04-2020,"My MumÂs been to the supermarket this morning and from what sheÂs saying, it sounds like its been a stressful situation for her. #SideEffectsOfQuarantineLife #coronavirus",Negative,2,"My MumÂs been to the supermarket this morning and from what sheÂs saying, it sounds like its been a stressful situation for her. SideEffectsOfQuarantineLife coronavirus",0
30146,75098,"Ngong, Kenya",02-04-2020,are trying to minimize the spread of the pandemic The Covid 19 that s why they are in front line to make sure you can do shopping online and pay online too You don t need to move to stock your house,Positive,2,are trying to minimize the spread of the pandemic The Covid 19 that s why they are in front line to make sure you can do shopping online and pay online too You don t need to move to stock your house,2
30153,75105,There can be only one.,02-04-2020,"The world could soon run out of space to store #oil. That may plunge prices below zero. This is not good.
#COVID19 #coronavirus #reality 
https://t.co/2eM7GBfMzG",Negative,2,"The world could soon run out of space to store oil. That may plunge prices below zero. This is not good.
COVID19 coronavirus reality 
url",0
30157,75109,Nigeria,02-04-2020,#Coronavirus: Oil prices rise on hopes of a price war truce https://t.co/q0brX7Lhhc https://t.co/msdCtbnQoQ,Negative,2,Coronavirus: Oil prices rise on hopes of a price war truce url url,0
30134,75086,Southern England,02-04-2020,has today proposed a range of temporary measures as a stop gap to support users of certain consumer credit products If confirmed the measures would start to come into force by 9 April 2020,Extremely Positive,2,has today proposed a range of temporary measures as a stop gap to support users of certain consumer credit products If confirmed the measures would start to come into force by 9 April 2020,2
30161,75113,"Boston, MA",02-04-2020,Smaller food distributors could also go out of business becauseÂat least for nowÂtheyÂve lost all of their restaurant business. #covid_19 https://t.co/JL3QXhr226,Negative,2,Smaller food distributors could also go out of business becauseÂat least for nowÂtheyÂve lost all of their restaurant business. covid_19 url,0
30165,75117,"Rockville, MD",02-04-2020,Not so great for 6.6 million unemployed Americans who will see increases in gas prices. #coronavirus https://t.co/zZ5fJTZQ6i,Negative,2,Not so great for 6.6 million unemployed Americans who will see increases in gas prices. coronavirus url,0
30166,75118,"Connecticut, USA",02-04-2020,Me when I go to the supermarket for 2 minutes. #COVID19Pandemic #COVID19 #coronavirus #StayHomeSaveLives https://t.co/XRvmWubkAS,Neutral,2,Me when I go to the supermarket for 2 minutes. COVID19Pandemic COVID19 coronavirus StayHomeSaveLives url,1
30167,75119,"Athens, GA",02-04-2020,Get what you need from the grocery store and leave the rest for your neighbors. We are in this together. #gapol https://t.co/1w0KHevO8h,Negative,2,Get what you need from the grocery store and leave the rest for your neighbors. We are in this together. gapol url,0
30168,75120,Minnesota,02-04-2020,Big box and warehouse stores got cleared out after the first wave of panic buying but rising tides may lift all boats in grocery,Negative,2,Big box and warehouse stores got cleared out after the first wave of panic buying but rising tides may lift all boats in grocery,0
30169,75121,"Washington, DC",02-04-2020,Keeping yourself and your money safe is more important than ever during the pandemic We ve collected some easy to follow steps for you,Extremely Positive,2,Keeping yourself and your money safe is more important than ever during the pandemic We ve collected some easy to follow steps for you,2
30178,75130,"Uxbridge, London",02-04-2020,Brilliant public webinar by accompanied by prof on and congrats,Extremely Positive,2,Brilliant public webinar by accompanied by prof on and congrats,2
30183,75135,India,02-04-2020,#Coronavirus: Oil prices rise as #Trump talks of Saudi-Russia truce https://t.co/0SlfthPs90,Neutral,2,Coronavirus: Oil prices rise as Trump talks of Saudi-Russia truce url,1
30189,75141,"ÃT: -6.202795,106.828593",02-04-2020,"Race against the virus. Indonesia consumerÂs response toward #COVID?19 by @nielsenindo 
.
#COVID19indonesia #COVID19 #Covid_19 https://t.co/a4brafJUB7",Neutral,2,"Race against the virus. Indonesia consumerÂs response toward COVID?19 by  
.
COVID19indonesia COVID19 Covid_19 url",1
30192,75144,"Atlanta, Ga.",02-04-2020,"#Coronavirus spreads and car sales, energy prices, markets tumble | Check out which industries are the most impacted: https://t.co/f4ZoYFE9f8 https://t.co/lXZ4CwWsEX",Positive,2,"Coronavirus spreads and car sales, energy prices, markets tumble | Check out which industries are the most impacted: url url",2
30194,75146,"El Paso, Texas",02-04-2020,"A global glut in production, coupled with an economy reeling from the #coronavirus pandemic, has sent energy prices to lows not seen since 2002. 
https://t.co/D8kyiXHtNX",Positive,2,"A global glut in production, coupled with an economy reeling from the coronavirus pandemic, has sent energy prices to lows not seen since 2002. 
url",2
30196,75148,"Montpellier, France",02-04-2020,"Latest analysis from @ICRISAT's Michael Hauser looks at #COVID19 and the comprehensible, but unnecessary panic buying of food. 

https://t.co/DD2j4wi5nc",Extremely Negative,2,"Latest analysis from 's Michael Hauser looks at COVID19 and the comprehensible, but unnecessary panic buying of food. 

url",0
30198,75150,United Kingdom,02-04-2020,We welcome today s proposed measures from to support consumer credit customers through the outbreak Read our full response,Extremely Positive,2,We welcome today s proposed measures from to support consumer credit customers through the outbreak Read our full response,2
30163,75115,"Vienna, Austria",02-04-2020,"NY pays inflated prices for med equipment - report

#NewYorkCity  #COVID19 #coronavirus 

https://t.co/QricFkLRZw",Neutral,2,"NY pays inflated prices for med equipment - report

NewYorkCity  COVID19 coronavirus 

url",1
30052,75004,"Bali, Indonesia",02-04-2020,"Isn't this the best food at the moment, when COVID-19 brought down all stock markets in the world.
.
#AldinoDestraPrifti https://t.co/5ffHCwjjVG",Extremely Positive,2,"Isn't this the best food at the moment, when COVID-19 brought down all stock markets in the world.
.
AldinoDestraPrifti url",2
30130,75082,"London, UK",02-04-2020,"The stage star now stacking shelves - meet the new supermarket workers

https://t.co/fSGzAwvsEt

#BBCNews #coronavirus #video #business https://t.co/vJaCSdbOpo",Neutral,2,"The stage star now stacking shelves - meet the new supermarket workers

url

BBCNews coronavirus video business url",1
30125,75077,"Oxford, UK",02-04-2020,German prices falling faster than in other EU economies as impact seen hurting industry demand report by Industry uses 44 of German power more than in other countries,Negative,2,German prices falling faster than in other EU economies as impact seen hurting industry demand report by Industry uses 44 of German power more than in other countries,0
30063,75015,"Washington, D.C.",02-04-2020,Some consumer friendly news in the time of First Hawaiian Bank is waiving fees through June 30 for all ATM withdrawals in Hawaii,Positive,2,Some consumer friendly news in the time of First Hawaiian Bank is waiving fees through June 30 for all ATM withdrawals in Hawaii,2
30066,75018,Lancashire ,02-04-2020,Whether you run an online shop or you ve been shopping online you probably aren t going to catch a virus from your package,Neutral,2,Whether you run an online shop or you ve been shopping online you probably aren t going to catch a virus from your package,1
30068,75020,"Almaty, Kazakhstan",02-04-2020,Good news Grants First Approval of Convalescent Plasma Therapy in Patient Houston Methodist first to receive eIND approval for convalescent plasma in individual patient,Extremely Positive,2,Good news Grants First Approval of Convalescent Plasma Therapy in Patient Houston Methodist first to receive eIND approval for convalescent plasma in individual patient,2
30070,75022,"Caledon, ON",02-04-2020,Ontario is providing electricity relief by holding time of use rates at off peak prices 24 7 for 45 days Learn more ONT,Positive,2,Ontario is providing electricity relief by holding time of use rates at off peak prices 24 7 for 45 days Learn more ONT,2
30078,75030,Pittsburgh,02-04-2020,State resumes some online sales of wine and spirits,Neutral,2,State resumes some online sales of wine and spirits,1
30080,75032,"BogotÃ¡, Cundinamarca, Colombia",02-04-2020,struggle as demand explodes thanks to layoffs,Neutral,2,struggle as demand explodes thanks to layoffs,1
30081,75033,"Chicago, IL",02-04-2020,With buyers researching amp shopping online perhaps from their couch your marketing strategy needs to make your product available wherever consumers are Your guide to B2B SaaS marketing  ,Neutral,2,With buyers researching amp shopping online perhaps from their couch your marketing strategy needs to make your product available wherever consumers are Your guide to B2B SaaS marketing,1
30082,75034,United Kingdom,02-04-2020,  Sainsbury s becomes first major retailer to sell Big Issue as halts street sales Find out more here  ,Neutral,2,Sainsbury s becomes first major retailer to sell Big Issue as halts street sales Find out more here,1
30087,75039,South Yorkshire,02-04-2020,Respect amp solidarity BREAKING Workers at s amp other fast food chains are coming together to demand pay during the Workers already paid a poverty wage can t afford a 20 cut,Negative,2,Respect amp solidarity BREAKING Workers at s amp other fast food chains are coming together to demand pay during the Workers already paid a poverty wage can t afford a 20 cut,0
30128,75080,"Bangkok, Thailand",02-04-2020,Korea sees steep rise in online shopping during COVID-19 pandemic https://t.co/ZaDYAldhK5 https://t.co/eoW9TtB77G,Neutral,2,Korea sees steep rise in online shopping during COVID-19 pandemic url url,1
30091,75043,"San Francisco, CA",02-04-2020,After announcing special hours for seniors to shop Lucky FoodMaxx and Save Mart supermarkets announce additional hours for first responders,Extremely Positive,2,After announcing special hours for seniors to shop Lucky FoodMaxx and Save Mart supermarkets announce additional hours for first responders,2
30093,75045,"Headquarters: Dallas, TX",02-04-2020,#Texas Comptroller Glenn Hegar says there are early signs state is heading toward recession due to #coronavirus paired with low oil prices https://t.co/TgMumqHtxc by @RobertTGarrett,Negative,2,Texas Comptroller Glenn Hegar says there are early signs state is heading toward recession due to coronavirus paired with low oil prices url by,0
30096,75048,Between Med sea & Euphrates,02-04-2020,Insane. Maccabi Healthcare provider says 38% of Bnei Brak have #Covid_19. Bennett toured a supermarket there this morning and shortly afterwards his daily press conference was cancelled....,Negative,2,Insane. Maccabi Healthcare provider says 38% of Bnei Brak have Covid_19. Bennett toured a supermarket there this morning and shortly afterwards his daily press conference was cancelled....,0
30097,75049,Europe,02-04-2020,Fund managers remain confident banks  capital buffers will ensure they sail through the crisis relatively unscathed after dividend cancellations rocked share prices on Wednesday,Positive,2,Fund managers remain confident banks  capital buffers will ensure they sail through the crisis relatively unscathed after dividend cancellations rocked share prices on Wednesday,2
30100,75052,United States,02-04-2020,Nationalizing the airlines should bring down the prices so everyone can travel and see the world If this happens then maybe Americans would stop funding the destruction of the world,Extremely Negative,2,Nationalizing the airlines should bring down the prices so everyone can travel and see the world If this happens then maybe Americans would stop funding the destruction of the world,0
30102,75054,"Manhattan Beach, CA",02-04-2020,Our farmworkers are on the front lines of the 19 crisis and are the reason we have fresh food in the grocery store can t,Negative,2,Our farmworkers are on the front lines of the 19 crisis and are the reason we have fresh food in the grocery store can t,0
30103,75055,"Pennsylvania, Laurel Highlands",02-04-2020,A snippet of good news Pennsylvania is resuming some limited online sales of a limited selection of bottles,Neutral,2,A snippet of good news Pennsylvania is resuming some limited online sales of a limited selection of bottles,1
30105,75057,London SW20,02-04-2020,"????????????????????????  a huge thank you to all the #NHS staff and support workers,  #supermarket workers and rubbish collectors &amp; everyone who is looking after the nation #coronavirus #COVID19",Extremely Positive,2,"????????????????????????  a huge thank you to all the NHS staff and support workers,  supermarket workers and rubbish collectors &amp; everyone who is looking after the nation coronavirus COVID19",2
30108,75060,Belfast,02-04-2020,Latest on today s health committee meeting coming up on s News at One with Also the latest US figures on supermarket home delivery slots and should the UK use drones to disinfect public spaces,Neutral,2,Latest on today s health committee meeting coming up on s News at One with Also the latest US figures on supermarket home delivery slots and should the UK use drones to disinfect public spaces,1
30113,75065,"Sopelana, EspaÃ±a",02-04-2020,BBC News - #Coronavirus: #Oil prices rise on hopes of a price war truce https://t.co/8jw4z1EnbI,Negative,2,BBC News - Coronavirus: Oil prices rise on hopes of a price war truce url,0
30120,75072,"Chennai, India",02-04-2020,If you visited or worked at Phoenix Mall Velachery between 10 17 March please seek medical care against 3 workers of Lifestyle retail store in Phoenix mall Velachery have been tested positive for,Extremely Positive,2,If you visited or worked at Phoenix Mall Velachery between 10 17 March please seek medical care against 3 workers of Lifestyle retail store in Phoenix mall Velachery have been tested positive for,2
30092,75044,"Florida, USA",02-04-2020,When this is done we ll all be overweight OCD borderline agoraphobic and addicted to TV and online shopping Basically we ll be the floaty chair people from Wall E but with a serious Purell addiction,Negative,2,When this is done we ll all be overweight OCD borderline agoraphobic and addicted to TV and online shopping Basically we ll be the floaty chair people from Wall E but with a serious Purell addiction,0
30444,75396,Penticton,02-04-2020,Demand at food bank on the rise in Kelowna due to COVID-19 #Kelowna https://t.co/4YWr6BkbBV https://t.co/2Bho8KBry8,Negative,2,Demand at food bank on the rise in Kelowna due to COVID-19 Kelowna url url,0
30448,75400,Salford,02-04-2020,Salford coronavirus cases increase by just 2 as people urged to make 30 second Thank you videos for frontline workers supermarket staff health workers refuse collectors etc,Positive,2,Salford coronavirus cases increase by just 2 as people urged to make 30 second Thank you videos for frontline workers supermarket staff health workers refuse collectors etc,2
30860,75812,Mumbai,02-04-2020,"#COVID19Pandemic | #India's #realestate #market is likely to see a significant price correction for the first time in a decade as #coronavirus stalls businesses

https://t.co/6kFNTsRHqy",Positive,2,"COVID19Pandemic | India's realestate market is likely to see a significant price correction for the first time in a decade as coronavirus stalls businesses

url",2
30725,75677,"Honolulu, HI",02-04-2020,farmers turn to direct to consumer sales,Neutral,2,farmers turn to direct to consumer sales,1
30726,75678,London,02-04-2020,Disgusting that Fabs Food in #Primrosehill is profiting from #coronavirus by scratching off stickers on cleaning products and putting their own prices on them #parasite https://t.co/zLOab3IiBj,Negative,2,Disgusting that Fabs Food in Primrosehill is profiting from coronavirus by scratching off stickers on cleaning products and putting their own prices on them parasite url,0
30727,75679,"Duluth, MN",02-04-2020,Food banks around the US are facing increased demand while simultaneously facing logistical difficulties with supplies and challenges finding volunteers due to COVID-19. https://t.co/9GHtx4iMZY,Negative,2,Food banks around the US are facing increased demand while simultaneously facing logistical difficulties with supplies and challenges finding volunteers due to COVID-19. url,0
30729,75681,NY Metro Area,02-04-2020,"'Stay at Home' Orders Are Stressing U.S. Families, Survey Shows https://t.co/O3Xz4n5aoI #coronavirus #stayathome",Negative,2,"'Stay at Home' Orders Are Stressing U.S. Families, Survey Shows url coronavirus stayathome",0
30731,75683,Frankfurt,02-04-2020,"#Brent #Oil recovering almost +50% today. Oil crisis, so what?! Low oil prices will support and even boost the economic recovery to come after the crisis. #coronavirus",Extremely Negative,2,"Brent Oil recovering almost +50% today. Oil crisis, so what?! Low oil prices will support and even boost the economic recovery to come after the crisis. coronavirus",0
30739,75691,Global ,02-04-2020,During   remember to plan your food intake and only buy what you need Buying too much food can lead to   overeating   people unable to buy essentials   higher prices of some products,Neutral,2,During   remember to plan your food intake and only buy what you need Buying too much food can lead to   overeating   people unable to buy essentials   higher prices of some products,1
30740,75692,At home/covid19,02-04-2020,"Lots of vegetables in the supermarket, but still no pasta and rice.!! #COVID?19 #coronavirus #Portsmouth #Gosport #Fareham #Southampton",Negative,2,"Lots of vegetables in the supermarket, but still no pasta and rice.!! COVID?19 coronavirus Portsmouth Gosport Fareham Southampton",0
