UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month
33167,78119,"Downing Street, Westminster",05-04-2020,"When your humans are isolating, but youve got to have those Dreamies... https://t.co/crcm2aUnaA",Neutral,5
33163,78115,"Nairobi, Kenya",05-04-2020,Naivas Supermarket Awards Two Kind Hearted Police Officers Uhuru Kenyatta Moody Awori,Positive,5
33161,78113,"Conshohocken, PA",05-04-2020,"If you are in the Wayne, PA area go to Seafood USA Today. Their selection and prices were amazing today. #PalmSunday #Covid_19 #ZeoliArmy",Positive,5
33160,78112,Singapore,05-04-2020,"@DawnXianaMoon On the other hand

https://t.co/vs4ebETeWJ",Positive,5
32644,77596,"Orlando, FL",05-04-2020,Shopping online can help flatten the curve by reducing potential exposure to Covid 19 Continue to be vigilant about deliveries as Porch Pirates could still be looking for opportunities,Extremely Positive,5
32646,77598,,05-04-2020,"#Maidstone A Huge thanks to all supermarket staff for your hard work in these challenging times, we are with you #CoronaCrisis",Extremely Positive,5
32648,77600,Michigan,05-04-2020,YOUR WHOLE NUCLEAR AMERICAN FAMILY SHOULD NOT BE AT THE GROCERY STORE! #COVID19 #coronavirus,Neutral,5
32649,77601,Hipperholme,05-04-2020,A virtual tour of Ripponden Coop demonstrating our one way system for entering the store Retail,Neutral,5
32917,77869,"London, England",05-04-2020,"This called protection of consumers rights.....??

COVID-19: Dubai Economy slaps fines on 14 merchants for hiking face mask prices https://t.co/Ln0xqxOOON",Neutral,5
32919,77871,EPCOT Center,05-04-2020,"The ""I'm getting desperate for a Theme Park experience"" starter pack: https://t.co/2k4gQDNtPs",Negative,5
32927,77879,,05-04-2020,Are there any #SocialDistancing rules about the number of people allowed in a supermarket at one time as @asda Leyton are doing a good job of packing the place with far too many people - very unsafe.,Positive,5
32930,77882,New York,05-04-2020,How to design incentives to develop vaccines? How to create a market in ventilators? How economists can help navigate the Covid-19 pandemic. https://t.co/24DelCEWP0,Extremely Positive,5
32934,77886,,05-04-2020,Man charged with wiping spit on supermarket goods,Negative,5
32935,77887,?????,05-04-2020,Now that s the spirit literally   From aquavit to hand sanitizer Oslo H ndverksdestilleri has adapted its production to help fight photo via,Extremely Positive,5
32936,77888,essex,05-04-2020,Is it socially acceptable to ask people to step back from you in a supermarket queue if they are too close.. a small trolley is not 2m long!!! #SocialDistancing #COVID2019,Positive,5
32937,77889,TaureanVille,05-04-2020,Careful  with the new scam guys. Pls stop doing online shopping during this Covid 19 outbreak pls..,Negative,5
32938,77890,Sittin on top of the world.,05-04-2020,"Me, getting ready to go to the grocery store. Too far? #Covid_19 #COVID19 #Masks4All #SafetyFirst #SundayMorning #groceryshopping #thankyougrocerystoreworkers https://t.co/s0HXMCPphG",Positive,5
32913,77865,"Boston, MA",05-04-2020,New York is paying absurd prices for COVID 19 supplies a 250 000 X ray machine But price gouging laws usually don t apply in this situation Great working with on this,Extremely Positive,5
32939,77891,England,05-04-2020,Tonight s much requested video is How to make hand sanitizer In making this we followed the excellent WHO guidelines for local manufacture of hand scrub ReTweets always appreciated  ,Extremely Positive,5
32941,77893,"DTSP, FL",05-04-2020,How did they use seashells to wipe after using the bathroom on Demolition Man? Asking for a friend. #QuarentineLife #toiletpaper #coronavirus,Positive,5
32948,77900,"Hillsdale, MI",05-04-2020,"@NYGovCuomo Puzzles, coloring books, X box games, watching news for Covid-19 updates, more online shopping than usual, eating food, watching movies, social media and filed for unemployment.",Negative,5
32949,77901,Dundee and surrounds,05-04-2020,Deliveroo launches Essentials service across the UK letting customers order vital goods during the inews,Positive,5
32950,77902,United States,05-04-2020,If you can stay at home do it for the millions of people who can t from healthcare workers to long haul truckers supermarket workers restaurants doing take out etc,Neutral,5
32951,77903,,05-04-2020,@GovMLG @NMDOH I just hope no one attends in-person church services next wknd since its still scary to go to grocery store #socialdistancing,Negative,5
32955,77907,"Texas, USA",05-04-2020,The order and is working Our hospital system is able to handle the current caseload Please continue to engage in social distancing Go to the grocery store go out to the parks but avoid any crowds,Negative,5
32957,77909,,05-04-2020,Why is hoarding get masks to healers not to detain asylum seekers,Positive,5
32962,77914,Canada and the world,05-04-2020,Report: China says it will ship France a billion face masks -- but only if they buy their 5G equipment from Huawei:  https://t.co/dzmSlhFviD,Neutral,5
32963,77915,"Austin, TX",05-04-2020,"Los Angeles rent prices are falling for the first time in a decade, thanks to the #coronavirus pandemic. https://t.co/i7Ju3INjDk",Positive,5
32940,77892,,05-04-2020,India unable to take full advantage of drop in oil prices reports,Neutral,5
32964,77916,"I'm right here, right now",05-04-2020,"What Everyones Getting Wrong About the  #ToiletPaper Shortage https://t.co/6j8IiWkjTK
#ToiletPaperPanic #coronavirus
#StayAtHome #Covid_19 #covid19 #behaviour #confinement #consumer #Hoarding",Extremely Negative,5
32912,77864,"Brookhaven, NY, USA",05-04-2020,Live Updates: Fills and Prices for investigational COVID-19 Treatments https://t.co/RQJ3OUmYpo via @GoodRx,Neutral,5
32907,77859,,05-04-2020,Can you leave this supermarket while keeping a 3 meter distance from everyone else You are red and everyone can move along horizontal and vertical lines,Negative,5
32872,77824,,05-04-2020,reports about volunteers shopping for elderly delivering groceries showing free online theatre performances Visit also project that helps people unite in the fight against infection,Positive,5
32874,77826,Hoboken,05-04-2020,Are we being serious here? #chickenwings #meatonthebone #tp #toiletpaper #covid19 #coronavirus https://t.co/UiAa6DgIPQ,Negative,5
32875,77827,Berkshire & Surrey,05-04-2020,"#Housing and #Covid-19...
The housing market is in deep freeze  what happens when it thaws out?
https://t.co/WAHOXIUQVW
#property #Landlords #PRS #BTL",Positive,5
32876,77828,"Batroun, North Lebanon",05-04-2020,"So I pulled off an outfit and my mother wore a dress. Palm Sunday in the grocery store ??????
#Covid_19 https://t.co/m5Ob25O5eA",Neutral,5
32877,77829,minnesota?,05-04-2020,"How I oringinally planned in my head to come out of this covid - 19 lock down situation BUT I keep online shopping , ?? https://t.co/qpdZXkb9fY",Neutral,5
32881,77833,,05-04-2020,Thoughtful gift for all your loved ones. #SundayThoughts #coronavirus #toiletpaper ##Covid_19 https://t.co/EAuw0UHcGn,Extremely Positive,5
32883,77835,,05-04-2020,Staff in good spirits at one of the Supermarkets we are looking after This is our video of the day,Positive,5
32884,77836,Edmonton Alberta,05-04-2020,How to use touchscreens and self-checkouts safely during #coronavirus https://t.co/kp76kQtVnD,Positive,5
32885,77837,Edmonton Alberta,05-04-2020,Should customers be stockpiling amid #coronavirus outbreak? https://t.co/X3gBWWzfUl,Neutral,5
32908,77860,Ireland,05-04-2020,"Todays prescription
Rx Get your weekly shop done before 12.30 on Sunday. Ireland prohibits booze sales until then so supermarket queues are small.
#COVID2019",Neutral,5
32886,77838,United States,05-04-2020,"I haven't been online shopping nearly as much as I predicted a month ago
#coronavirus #COVID19",Neutral,5
32888,77840,"Uttar Pradesh, India",05-04-2020,President said that he would impose tariffs on oil imports to protect the energy sector if necessary showing support for the industry battered by rock bottom prices amid the,Extremely Positive,5
32894,77846,India,05-04-2020,"it's a battle for all,
let's fight it together.

Please Do Ensure that there is no SANITIZER on Your Hand.

#PowerOfPositivity #COVID19 #CoronaVirus #BurnDiya #DID https://t.co/X8wGHYjzlx",Positive,5
32895,77847,"?stanbul, Türkiye",05-04-2020,"USA, Italy and Spain were seen rising demand of fresh fruits and vegetables from Turkey.
#coronaturkiye #Covid_19 #vegetables #fruits #fresh #turkey #USA #italy #Spain #food https://t.co/IdMQKUvT27",Positive,5
32899,77851,Ottawa,05-04-2020,I spoke to  @WiredUK about how are adapting their practices during the crisis,Extremely Negative,5
32900,77852,otjiwarongo,05-04-2020,"Shops that are deliberately hiking their prices due to covid-19 situation, there is a special corner for u in hell with sharp thorns.",Negative,5
32902,77854,,05-04-2020,"@BigZFabric Just wondering, did yall raise prices due to the covid-19 issues?",Neutral,5
32903,77855,"Atlanta, GA",05-04-2020,"Its pathetic that it feels like winning the lottery when you go to the grocery store just as they are restocking the shelves with toilet paper, spring water or hand sanitizer. Thanks #Coronavirus",Extremely Positive,5
32905,77857,United Kingdom,05-04-2020,"Tests, masks and contaminated shopping: 

#coronavirus questions and answers 

DR ELLIE CANNON answers your questions on coronavirus | Daily Mail Online https://t.co/ZpBK6SYmpe",Neutral,5
32906,77858,"Cliffoney, Sligo, Ireland",05-04-2020,If there is food on supermarket shelves it s usually because have brought it to you If you can please help UK to help seafarers stuck in ports miles from home amp in other Covid 19 difficulties,Positive,5
32887,77839,"Akron, OH, USA",05-04-2020,Sherwin Williams to begin making hand sanitizer donates 250 000 masks gloves and lab coats in fight against,Positive,5
32965,77917,MENA,05-04-2020,"Countries that chosen (rightfully) to shut-down to minimize spread of #Covid_19 shouldn't rush to re-open the economy.

Well-being of people (or let's say the ""consumer"") should come first.",Positive,5
32968,77920,"Florida, USA",05-04-2020,Try to get out and get some type of workout or exercise during this crazy time,Negative,5
32970,77922,"San Jose, CA",05-04-2020,"The winners and losers of the #COVID19 pandemic: Which product categories are surging, and which are dwindling? 

#eCommerce #SupplyChain #Shipping #Retail #CoronaVirus https://t.co/r1oRlmhDbA",Negative,5
33027,77979,London,05-04-2020,@Tesco is the only supermarket hasnt put one person per family rule when shopping. #SocialDistancing,Neutral,5
33028,77980,Turkey,05-04-2020,COVID 19 DYNAMICS AND ASSET PRICES Alexis Akira Toda New from org real time papers Edited by,Extremely Positive,5
33029,77981,Bristol,05-04-2020,"After a 9hr shift in a supermarket, I'll very grateful for mild weather and a garden. #StayHomeSaveLives https://t.co/mtLkenOGQg",Positive,5
33032,77984,"Los Angeles, CA",05-04-2020,Hand sanitizer is back in stock... don't know for how long though---&gt;  https://t.co/yiP7iYCfof #handsanitizer #coronavirus #CoronavirusPandemic #CoronavirusUSA,Extremely Positive,5
33034,77986,"Bucure?ti, România",05-04-2020,Online grocery shopping is recommended these days as this is one of the best ways to limit the spread of COVID 19 and stay safe in these troubled times,Extremely Positive,5
33037,77989,"Montréal, Québec",05-04-2020,"Going to the grocery store isnt fun anymore?. You have to decide whether you badly need body lotion or use cooking oil as an alternative??!

#Covid_19 #Day24inselfisolation",Positive,5
33038,77990,"Pennsylvania, USA",05-04-2020,When we look back the lesson I hope we learn from and rectify is that we asked grocery store workers among many others to serve and protect us at risk to themselves for less than a living wage,Positive,5
33040,77992,"Ontario, Canada",05-04-2020,"#SocialDistancing at the grocery store be like this. 

https://t.co/WRe2QUTjWV",Positive,5
33043,77995,,05-04-2020,Nigerian telecom companys should slash prices this period. #covid19 #coronavirus,Negative,5
33026,77978,,05-04-2020,Found a whole new pandemic anxiety today- people at the grocery store using masks and gloves incorrectly. It panics me #COVID2019,Negative,5
33044,77996,BIRMINGHAM; ENGLAND.,05-04-2020,@RichardDawkins I believe that you are in far more danger of exposure to COVID-19 by going to the Supermarket than doing that!! There has to be a sense of perspective as to risks of infection.,Extremely Negative,5
33049,78001,,05-04-2020,"So, is anyone else starting to get Grocery Store Anxiety (#GSA)?  Always happy to contribute to the growing list of mental health acronyms.  What else have I got to do?
#Covid_19",Positive,5
33053,78005,"Bhopal, India",05-04-2020,The traditional temporal relationship between and consumer spending is not applicable in the current environment More from,Neutral,5
33054,78006,,05-04-2020,"Support local businesses! They are going to struggle more than big supermarket chains and are more likely to still have stock on their shelves too. ?

#COVID19 #COVID_19",Positive,5
33060,78012,"Victoria, Texas",05-04-2020,"You guys, even in #ResidentEvil3 there is #toiletpaper, so what's wrong with us?! #ResidentEvil3Remake #coronavirus #Nemesis https://t.co/5ZrAm2fwMM",Negative,5
33061,78013,"Florida, USA",05-04-2020,"Covid 19 coronavirus: Supermarket cougher Raymond Coombs appears in court 
 https://t.co/MshYjgrINr",Neutral,5
33062,78014,"Philadelphia, PA",05-04-2020,Is it appropriate to put your empty cart in the long ass grocery store line and just leave it to grab a few things at a time? Asking for the woman in front of me. #Covid_19 #panicbuyers #rude,Extremely Negative,5
33063,78015,Lynchburg TN,05-04-2020,Proud to be lending a hand. #jackdaniels,Extremely Positive,5
33064,78016,Toronto,05-04-2020,"Online book 'shopping' during COVID-19 = browsing @torontolibrary's Overdrive collection. (I have limited space in my apartment, so I try to restrict my physical books to events + signed copies.)",Negative,5
33067,78019,,05-04-2020,"Anyone want to bet on next weeks initial unemployment roster to be another thing of incredibly bad news?
And as the author attests on our way to 20 million.",Extremely Negative,5
33045,77997,"New Orleans, LA",05-04-2020,"Message to the people hoarding groceries, and reselling essential items at unreasonable markup prices. You are not smart. You are a clown.
I will pray for you. 
#Covid_19 #Covidiots",Neutral,5
33022,77974,New Zealand,05-04-2020,"This is awesome! #supermarket #COVID19 #coronavirus #NewZealand #SARSCoV2 #lines #busy #StayHomeNZ 

https://t.co/XU9k9G1dlf",Extremely Positive,5
33020,77972,"Dubai, U.A.E, Middle East",05-04-2020,"In the aftermath of the Covid-19 pandemic and ensuing social restrictions, online grocery shopping has taken an unprecedented flight

https://t.co/MKWuVs5JIE",Neutral,5
33019,77971,"Qadian, India??",05-04-2020,on the frontline   Dear nurses doctors police ambulance staff firefighters supermarket workers cleaners amp others Thank You for keeping this country going   from team  ,Extremely Positive,5
32972,77924,London / New York / Hong Kong,05-04-2020,"Just published: front page of the Financial Times, international edition, Monday April 6 https://t.co/6NuONEer9Y https://t.co/oHbInC4tNY",Neutral,5
32976,77928,,05-04-2020,#ComeOnBoris Bet you never had to go and get your own food from the supermarket #CoronaVirus #CoronavirusPandemic,Neutral,5
32981,77933,,05-04-2020,"Catching a supermarket #hoarder 

#coronavirus #CoronavirusPandemic #CoronavirusUSA #toiletpaper #ToiletPaperPanic 

https://t.co/XBIULw4GWV",Neutral,5
32982,77934,,05-04-2020,"Supermarket equipment company takes to fighting COVID-19
https://t.co/MgV6UxVaP6 https://t.co/ncfVCVOsmh",Negative,5
32985,77937,Nigeria,05-04-2020,"COVID-19: FG Implores Telcos to Reduce the Prices of Data and Call Rates for Nigerians
 https://t.co/ikpsPeaAKj",Neutral,5
32987,77939,,05-04-2020,A note from While they remain open they are recommending online shopping ahead of time to limit the pressure on the stores and their physical distancing requirements,Negative,5
32989,77941,,05-04-2020,"#panicbuying of #toiletpaper has spread around the globe alongside the #coronavirus, writes Kate Murphy
https://t.co/RpBcHoW1ax
#COVID19 #pandemic #ToiletPaperPanic",Neutral,5
32990,77942,"Alert, Canada",05-04-2020,"Off out to the supermarket.
Got my gloves, my face mask, and oh yeah,
Covered myself in Jesus' blood.
Good to go.

#JesusBlood
#covid-19",Extremely Positive,5
32991,77943,"Lafayette, LA",05-04-2020,So I lasted this long without online shopping since covid-19 got real but I could NOT pass up that Adidas/Pokémon collab restock,Neutral,5
32992,77944,Yorkshire and The Humber,05-04-2020,"This isnt just #M&amp;S food, This is every bluddy #supermarket you go to lack of #shoppers to buy food!! #coronavirus #Corvid_19 #lockdown",Negative,5
32993,77945,,05-04-2020,"@MirrorPolitics I bet Rees Mogg believes people die of COVID-19 because they lack common sense. For him, it makes more sense to sell bog rolls and hand sanitiser at inflated prices.",Negative,5
33000,77952,United States,05-04-2020,This will be my new #Covid_19 outfit to the grocery store. #SundayThoughts #QuarantineDiaries # https://t.co/l0S1rgb4Mf,Neutral,5
33004,77956,Nigeria,05-04-2020,Hand Sanitizer Video Hit 2 2k Views on Facebook Thank you All God bless  More videos Are Cooking ,Extremely Positive,5
33006,77958,"Harare, Zimbabwe",05-04-2020,This week and feature poetry by Dalitso Ndlovu Bride prices amp vain sacrifices Elias M Muonde No poetry for Covid 19 Ink Oracles Of poets,Extremely Negative,5
33072,78024,United States,05-04-2020,Good article. https://t.co/nSqowuUx7G,Positive,5
33008,77960,Scotland,05-04-2020,"Im going to go for the full Mandalorian outfit next time I go to the supermarket, at the rate all these day trip eejits seem intent on spreading it. #coronavirus #lockdown https://t.co/9T2lYslhMT",Neutral,5
33009,77961,"Los Angeles, CA",05-04-2020,Everybody joking about gaining weight in quarantine are the same people that bought out the whole Oreo section at my grocery store. You really be showing yourselves. #Covid_19,Positive,5
33013,77965,,05-04-2020,effective and affordable solution to implement 6 feet in grocery or pharmacy instantaneously just ask Americans to open umbrella in the store,Extremely Positive,5
33014,77966,"Nashville, TN/ LOTOzarks, MO",05-04-2020,I never thought the most dangerous thing I would do this weekend would be to go to the grocery store.  #coronavirus,Negative,5
33015,77967,"Picton, Ontario",05-04-2020,@ddale8 Oil and gas were struggling before COVID-19.. it's worsened since and sustained low prices will wipe out US production..,Extremely Negative,5
33018,77970,,05-04-2020,Absolutely brilliant idea amp a great use of a free gift from An Post Show how much your hospital care home supermarket etc the list is endless workers mean to you during this 19 crisis,Extremely Positive,5
32867,77819,,05-04-2020,@nationalbakery @deliveryendz COVID-19 a go mek online shopping tek off big in Jamaica,Neutral,5
33323,78275,,05-04-2020,"@Salomelugard @OmbetaC @MOH_Kenya after #coronavirus, majority of Kenyans will be left battling Skin problems. Reason:people are using all kinds  of products as a Sanitizer ,especially in matatus.",Negative,5
32866,77818,"Dallas, TX",05-04-2020,"Its starting. Stores raising or fixing prices on ""nessicary items"". Whoever has the most will get it.... this insanity needs to end! #coronavirus #CoronavirusPandemic #truths https://t.co/1Jv9H0SjLt",Extremely Negative,5
32858,77810,"Wirral,England..UK",05-04-2020,First time Im not  being offended by people sidestepping me on the road or supermarket ???#COVID2019,Positive,5
32702,77654,London,05-04-2020,"In spite of the circumstances surrounding #coronavirus, appetites for online #auction shopping remain high. 

Learn more about this rise in sales:",Negative,5
32703,77655,"New York, NY",05-04-2020,U.S. stock futures fell Sunday as Mondays OPEC meeting gets delayed and U.K. Prime Minister Boris Johnson is hospitalized with Covid-19. https://t.co/YJzpZMclS5,Negative,5
32707,77659,"West Midlands, England",05-04-2020,"Bearded Broz - we need #food guys if you can help please text the team 07767164246 #salmafoodbank #beardedbroz #coronavirus

https://t.co/eWjAPVdSnN https://t.co/14En1Q6Inu",Extremely Positive,5
32708,77660,Penarth ,05-04-2020,"Breaking News: A #HERO @NHSuk worker has been Attacked for her ID badge at supermarket.

#covid19uk #coronavirus #HERO",Negative,5
32710,77662,Susquehanna Valley,05-04-2020,"Do you think hand #soap ? and hand #sanitizer ? #companies will soon use #coronavirus as a #marketing tactic? 

Kills #COVID19 23.7% more effectively than leading brands!",Extremely Positive,5
32717,77669,,05-04-2020,"New mask for going to the grocery store, what do you guys think? #socialdistancing #coronavirus #StaySafe https://t.co/EczYnzJHC2",Neutral,5
32719,77671,"Alton, IL",05-04-2020,Something Ive learned from COVID-19 is that gas prices dont have to be so damn high.,Negative,5
32721,77673,London,05-04-2020,I had a bad dream where I forgot my hand sanitizer and I was already in the supermarket ? what is #COVID2019 doing to me,Positive,5
32723,77675,"Michigan, USA",05-04-2020,Due to financial hardships across America brought on by the I have lowered the prices of ALL my books as cheap as distributors will let me,Negative,5
32701,77653,"Long Beach, CA",05-04-2020,#HollywoodJustFoundOut the heroes that count doesn't wear a cape. https://t.co/4uY73gA0zI,Positive,5
32724,77676,"Virginia Beach, VA",05-04-2020,So Costco doesnt open til for another hour... and there are people already almost wrapped around the building. What in the world... #coronavirus #Covid_19 #StockUp,Neutral,5
32729,77681,,05-04-2020,If I walk through a fart in the grocery store should I be concerned??! #COVID2019,Neutral,5
32732,77684,"Bay Area, CA",05-04-2020,"Hospitals, governments, do-gooders and hucksters are all competing. Scams and prices are soaring: https://t.co/o4sqScdIpg #coronavirus #covid-19 #masks #ppe",Negative,5
32733,77685,"Toronto, Ontario",05-04-2020,crisis restaurant now making hand sanitizer keeps staff employed,Negative,5
32737,77689,"NJ, USA",05-04-2020,@ShopRiteStores @GovMurphy Thanks but now look.  Tested positive and all of those people picked in like sardines are at risk. https://t.co/HHUnx7XQde,Extremely Positive,5
32741,77693,"Barnesville, GA",05-04-2020,"Going to the store... y'all good?

#coronavirus #covid19 #Covid-19 #pendemic #toiletpaper #toiletpapercrisis https://t.co/qPwSVqRe6Y",Positive,5
32744,77696,Ohio Attorney General's Office,05-04-2020,"The Guardian (United Kingdom)
Ruby Princess linked to 11th Covid-19 death as criminal investigation launched  as it happened https://t.co/QKkl4JEAUR",Extremely Negative,5
32745,77697,"Sacramento, CA",05-04-2020,Happening Now: White House #Coronavirus Task Force providing an update on the pandemic. Watch live here: https://t.co/HwdJDKqQXp https://t.co/8Xyr7hkONM,Neutral,5
32754,77706,,05-04-2020,"@TheTNHoller @AuntGaby Little does she know Jesus the stockboy at the local supermarket, just tested positive for #coronavirus.",Positive,5
32755,77707,"Ohio, USA",05-04-2020,"An idea: Resident Evil 4 merchant but you're selling toilet paper and hand sanitizer outside a store.
#coronavirus #ResidentEvil",Positive,5
32727,77679,,05-04-2020,"More people will die from tobacco use than COVID-19, the surgeon general tells Chris Wallace.

Wallace notes that cigarette use is ... voluntary.",Extremely Negative,5
32757,77709,United Kingdom,05-04-2020,House prices and Covid-19 https://t.co/4iDlRJHzhk,Neutral,5
32700,77652,,05-04-2020,We called this segment  End Times Economy  vs mass panic in a nutshell,Negative,5
32695,77647,?.??????,05-04-2020,"COVID-19, oil slump drove down March food prices: U.N. https://t.co/i2bxeeGvxH",Neutral,5
32650,77602,Northerner in London,05-04-2020,A man has been charged after purposefully wiping saliva on supermarket products during the pandemic,Negative,5
32659,77611,Melbourne,05-04-2020,It s time to institute standard safety practices for supermarkets to provide a safe place to shop via,Extremely Positive,5
32663,77615,New Delhi,05-04-2020,Has changed consumer behaviour Here s all you need to know Read,Neutral,5
32664,77616,Hyderabad,05-04-2020,Panic buying due to pandemic may cause temporary supply disruptions but there are enough stocks of commodities available to meet national demand article by Siraj Chaudhry MD amp CEO,Negative,5
32667,77619,"Reading, UK",05-04-2020,#Coronavirus: Man charged with 'purposefully' wiping spit on supermarket goods https://t.co/hrHwi1E8qA fine him then set him to digging graves,Negative,5
32668,77620,,05-04-2020,Hospitals local seamsters and chemists in city have focused on producing their own gowns masks and even hand sanitizer to provide for local to prevent spread of,Extremely Positive,5
32669,77621,"Boston, MA",05-04-2020,"Talking Netflix strategy during the pandemic: https://t.co/I6Bc8kYYZC

$NFLX #SocialDistancing #socialmedia #streaming https://t.co/9mCoha5lKB",Neutral,5
32673,77625,,05-04-2020,Covid 19: Nnewi youths storm market to control food prices https://t.co/tiXaN7OEhR https://t.co/MyR5rGHzcG,Neutral,5
32677,77629,UK,05-04-2020,A man has been charged after purposefully wiping saliva on supermarket products during the pandemic via,Negative,5
32697,77649,"Portland, OR",05-04-2020,"? From making hand sanitizer to running food drives cannabis companies are lending a HUGE hand in the fight against #Coronavirus
https://t.co/02kKlx47EZ @Leafly #CannabisIndustry #cannabisnews",Extremely Positive,5
32678,77630,,05-04-2020,Been searching the city for yeah us too How about antibacterial soap Campbell s tomato soup Well it s time to stock up on hard to find essentials at,Positive,5
32680,77632,"Chesterfield, VA",05-04-2020,"The #Coronavirus Outbreak is Making Dairy Farmers Dump Milk, Even as Food Demand Skyrockets  https://t.co/ZuWRCqXjEd",Negative,5
32681,77633,New York City The Planet ,05-04-2020,Thank you to the front line medical staff to the delivery workers to the grocery store employees thank you to the supply chain workers Everyone working to get us through this we thank you,Extremely Positive,5
32682,77634,Black Diaspora (Bklyn Native).,05-04-2020,Demand for robots is increasing amid the outbreak as a method to deliver groceries and dispense hand sanitizer according to Beijing based ZhenRobotics Quick Take,Positive,5
32683,77635,"Lilongwe, Malawii",05-04-2020,Why is it that most soap and sanitizer brands claim that their products kill 99.9% of germs? You wonder what happens to the remaining 0.01%! #coronavirus,Extremely Negative,5
32684,77636,"Chislehurst, Kent",05-04-2020,Londoners if your child normally receives free school meals in term time you ll be able to claim  15 supermarket vouchers to access healthy meals at home while schools are closed Find out more,Extremely Positive,5
32687,77639,"San Francisco, CA",05-04-2020,? #SocialDistancing grocery store line https://t.co/BNSCfkQUaZ https://t.co/CNaC6thBlT,Neutral,5
32688,77640,,05-04-2020,"Our post offices remain open, and our posties and drivers are still out there delivering every day, although there may be some service impacts ?

https://t.co/63Dn800rnx",Neutral,5
32691,77643,concert,05-04-2020,"me in the supermarket, thinking about why people don't use bidet. #coronavirus https://t.co/lOJ1plDsvE",Neutral,5
32692,77644,Alameda CA,05-04-2020, The price of a 100 gram bar of resin went from 280 euros to 500 euros in a week said one police official  ,Neutral,5
32679,77631,,05-04-2020,"Victoria helps with food production for 1st time since WWII, due to COVID-19 demand | CBC News https://t.co/USlLZNMK61",Positive,5
32758,77710,Clearwater Fla Florida NY,05-04-2020,People kills Stay at home Hell has the hottest sanitizer,Extremely Negative,5
32764,77716,,05-04-2020,Daily Cuomo Federal government is driving up the price of ventilators,Neutral,5
32766,77718,Back in the USA,05-04-2020,Dude at the grocery store has this corona thing figured out Hope he has a mask under that snorkel,Positive,5
32821,77773,"Columbus, Ohio",05-04-2020,Walmart is getting creative with their social distancing rules including things like one-way isles. https://t.co/wagnruEDgu #instore #socialdistancing #retail,Extremely Positive,5
32823,77775,,05-04-2020,The nurses can t handle it but supermarket clerks and construction workers are now First Responders and ESSENTIAL Act like a Leader,Positive,5
32829,77781,,05-04-2020,going to the grocery store to get more essentials during,Neutral,5
32830,77782,Tipperary 4 work Laois 4 play,05-04-2020,"Bidets Ukeleles and other    
#COVID19 &amp; #coronavirus #Consumer #trends
 
https://t.co/kjDbDORDL0",Neutral,5
32832,77784,United Stat,05-04-2020,Man pinned to ground after he was coughing and spitting on people and food at the grocery store. https://t.co/lc3VW7Jdf4,Neutral,5
32834,77786,Gotham City,05-04-2020,"#coronavirus @WoodyHarrelson 
After searching the third grocery store i FINALLY found a box of Twinkees. I feel like Tallahassee from Zombieland. @Zombieland #Zombieland https://t.co/8mOxfWvmeI",Positive,5
32836,77788,Kansas City,05-04-2020,"COVID-19 Retail store changes in effect under official order. Jackson County, Missouri, which includes Kansas City, Missouri for those who may not know. https://t.co/5rBbBRaNVU",Neutral,5
32839,77791,,05-04-2020,Online shopping my savings away ? #COVID2019,Neutral,5
32840,77792,"Bishop's Stortford, Herts, UK",05-04-2020,prices remained at record highs in Europe and jumped further in the US on Tuesday as demand for sanitation products containing IPA remains strong as a result of the pandemic   Full story,Positive,5
32820,77772,,05-04-2020,The Man Cave Emergency Services 19,Negative,5
32842,77794,"Arizona, USA",05-04-2020,"Whats the proper response when your teenager says hes going to grow toilet paper? Asking for a friend 
#toiletpaper #coronavirus #stircrazy #toiletpapercrisis #SharkTank https://t.co/i5INUdDS2M",Positive,5
32846,77798,,05-04-2020,Carol heading to the grocery store  to get ingredients to make more cookies #TWD #TheWalkingDead #coronavirus https://t.co/gWPtW1DQO4,Neutral,5
32847,77799,"Rock Springs, WY",05-04-2020,I just bought 12 pounds of cheese. Wont need #toiletpaper  now. #coronavirus #panicbuyers,Positive,5
32851,77803,"London, UK",05-04-2020,Gogglebox's George Gilbey reveals he's working in a supermarket as he joins the fight against COVID-19 https://t.co/aN11vIIrmQ,Negative,5
32852,77804,,05-04-2020,When you haven t been to the grocery store in 22 days but now you re out of chapati flour and don t want to pay shipping,Neutral,5
32853,77805,Hungary,05-04-2020,"The #coronavirus #epidemic stopped the skyrocketing #rental prices in #Hungary
#Hungarian #coronavirusinHungary #dailynewshungary... - https://t.co/IbuvTiNFd2",Negative,5
32854,77806,"New York, London, Singapore",05-04-2020,Asia AM The Canadian Dollar may fall alongside prices at market open after the virtual meeting was pushed back The Australian Dollar may rise as weekend stock futures gain USDCAD AUDUSD,Positive,5
32855,77807,"London, England",05-04-2020,Stay away from fire after using hand sanitizer. #coronavírus #covid?19 https://t.co/WYaSpAm3I6,Positive,5
32856,77808,Oregon Coast,05-04-2020,Going to the grocery store is now an anxiety inducing event. #coronavirus #Covid_19,Negative,5
32857,77809,Jersey Boy,05-04-2020,"March Store Traffic Drops 53%, But Some Retailers Stay Optimistic About A Rebound. | #retail #business #coronavirus #socialmedia #BreakingNews #WritingCommunity  https://t.co/HCcIsRl40P",Positive,5
